test_date,Positive Cases,Test Cases,Death Cases
2021-08-05T00:00:00.000,1935,77606,12
2021-08-06T00:00:00.000,1944,76912,6
2021-08-07T00:00:00.000,1694,64501,4
2021-08-08T00:00:00.000,1934,65947,8
2021-08-09T00:00:00.000,1500,51867,0
2021-08-10T00:00:00.000,1959,80978,0
2021-08-11T00:00:00.000,2257,83551,26
2021-08-12T00:00:00.000,2017,78021,15
2021-08-13T00:00:00.000,2152,86190,7
2021-08-14T00:00:00.000,2258,95169,4
2021-08-15T00:00:00.000,1506,53532,10
2021-08-16T00:00:00.000,1522,47573,3
2021-08-17T00:00:00.000,2079,83133,18
2021-08-18T00:00:00.000,2380,93694,0
2021-08-19T00:00:00.000,2050,83350,11
2021-08-20T00:00:00.000,2084,88621,0
2021-08-21T00:00:00.000,1842,77912,30
2021-08-22T00:00:00.000,1522,54045,0
2021-08-23T00:00:00.000,1433,50034,13
2021-08-24T00:00:00.000,1879,75733,6
2021-08-25T00:00:00.000,2235,82612,13
2021-08-26T00:00:00.000,2125,85536,18
2021-08-27T00:00:00.000,2310,92103,16
2021-08-28T00:00:00.000,1626,79720,7
2021-08-29T00:00:00.000,1505,55286,0
2021-08-30T00:00:00.000,1409,48674,19
2021-08-31T00:00:00.000,1783,70617,13
2021-09-01T00:00:00.000,1687,79852,7
2021-09-02T00:00:00.000,2219,91093,24
2021-09-03T00:00:00.000,1656,72685,10
2021-09-04T00:00:00.000,1626,74837,0
2021-09-05T00:00:00.000,1201,50634,25
2021-09-06T00:00:00.000,1060,42521,12
2021-09-07T00:00:00.000,1396,53801,11
2021-09-08T00:00:00.000,1972,93996,0
2021-09-09T00:00:00.000,2087,98907,36
2021-09-10T00:00:00.000,2177,111004,2
2021-09-11T00:00:00.000,1712,89238,18
2021-09-12T00:00:00.000,1388,59724,0
2021-09-13T00:00:00.000,1545,59924,21
2021-09-14T00:00:00.000,1671,82036,19
2021-09-15T00:00:00.000,1991,93348,10
2021-09-16T00:00:00.000,1908,105234,17
2021-09-17T00:00:00.000,2082,105504,14
2021-09-18T00:00:00.000,1755,110003,0
2021-09-19T00:00:00.000,1269,65836,16
2021-09-20T00:00:00.000,1631,70129,0
2021-09-21T00:00:00.000,1704,95342,23
2021-09-22T00:00:00.000,1520,99377,14
2021-09-23T00:00:00.000,1607,104524,20
2021-09-24T00:00:00.000,1490,101469,21
2021-09-25T00:00:00.000,1351,94548,0
2021-09-26T00:00:00.000,1178,68453,36
2021-09-27T00:00:00.000,1393,73267,0
2021-09-28T00:00:00.000,1311,91012,24
2021-09-29T00:00:00.000,1366,128371,33
2021-09-30T00:00:00.000,1259,103064,20
2021-10-01T00:00:00.000,1365,114904,22
2021-10-02T00:00:00.000,1188,97443,0
2021-10-03T00:00:00.000,1062,67268,0
2021-10-04T00:00:00.000,1153,73806,27
2021-10-05T00:00:00.000,1401,89059,6
2021-10-06T00:00:00.000,1565,115935,17
2021-10-07T00:00:00.000,1317,108110,-1
2021-10-08T00:00:00.000,1265,108236,21
2021-10-09T00:00:00.000,708,48276,0
2021-10-10T00:00:00.000,1345,114145,0
2021-10-11T00:00:00.000,1028,59921,30
2021-10-12T00:00:00.000,1139,69401,15
2021-10-13T00:00:00.000,1056,96471,32
2021-10-14T00:00:00.000,1386,116538,8
2021-10-15T00:00:00.000,1230,105763,3
2021-10-16T00:00:00.000,1055,110507,0
2021-10-17T00:00:00.000,687,60068,0
2021-10-18T00:00:00.000,1042,66440,20
2021-10-19T00:00:00.000,1131,93786,7
2021-10-20T00:00:00.000,1045,103790,11
2021-10-21T00:00:00.000,859,97764,5
2021-10-22T00:00:00.000,874,92751,15
2021-10-23T00:00:00.000,709,86296,0
2021-10-24T00:00:00.000,699,63174,0
2021-10-25T00:00:00.000,562,49354,36
2021-10-26T00:00:00.000,784,71417,4
2021-10-27T00:00:00.000,1086,114976,7
2021-10-28T00:00:00.000,876,102745,0
2021-10-29T00:00:00.000,834,96266,14
2021-10-30T00:00:00.000,794,83245,0
2021-10-31T00:00:00.000,728,62996,0
2021-11-01T00:00:00.000,666,49416,24
2021-11-02T00:00:00.000,802,78670,12
2021-11-03T00:00:00.000,930,87970,9
2021-11-04T00:00:00.000,893,82122,22
2021-11-05T00:00:00.000,1062,95319,19
2021-11-06T00:00:00.000,888,82636,0
2021-11-07T00:00:00.000,786,57457,0
2021-11-08T00:00:00.000,850,53558,13
2021-11-09T00:00:00.000,974,71233,13
2021-11-10T00:00:00.000,1244,99747,12
2021-11-11T00:00:00.000,1142,91699,6
2021-11-12T00:00:00.000,1382,94791,14
2021-11-13T00:00:00.000,882,76215,0
2021-11-14T00:00:00.000,1047,56532,0
2021-11-15T00:00:00.000,913,48703,9
2021-11-16T00:00:00.000,1190,75531,17
2021-11-17T00:00:00.000,1454,101933,12
2021-11-18T00:00:00.000,1541,93413,8
2021-11-19T00:00:00.000,1541,92204,13
2021-11-20T00:00:00.000,1365,96682,0
2021-11-21T00:00:00.000,1307,61098,9
2021-11-22T00:00:00.000,1206,60357,0
2021-11-23T00:00:00.000,1469,86785,10
2021-11-24T00:00:00.000,1626,112005,16
2021-11-25T00:00:00.000,1358,89578,0
2021-11-26T00:00:00.000,1079,49254,21
2021-11-27T00:00:00.000,1641,75658,0
2021-11-28T00:00:00.000,1283,49306,0
2021-11-29T00:00:00.000,1423,66118,14
2021-11-30T00:00:00.000,1825,85512,20
2021-12-01T00:00:00.000,2364,106655,20
2021-12-02T00:00:00.000,2389,105236,8
2021-12-03T00:00:00.000,2265,99016,11
2021-12-04T00:00:00.000,2581,112173,0
2021-12-05T00:00:00.000,1521,61129,0
2021-12-06T00:00:00.000,2159,74175,16
2021-12-07T00:00:00.000,2590,115528,22
2021-12-08T00:00:00.000,4253,130146,21
2021-12-09T00:00:00.000,3111,141357,15
2021-12-10T00:00:00.000,3846,148806,16
2021-12-11T00:00:00.000,4293,134444,0
2021-12-12T00:00:00.000,3824,112099,0
2021-12-13T00:00:00.000,3124,80037,15
2021-12-14T00:00:00.000,5084,125262,21
2021-12-15T00:00:00.000,8318,146366,24
2021-12-16T00:00:00.000,10286,136807,4
2021-12-17T00:00:00.000,11589,154971,25
2021-12-18T00:00:00.000,12404,148415,0
2021-12-19T00:00:00.000,15245,176320,21
2021-12-20T00:00:00.000,13760,135039,1
2021-12-21T00:00:00.000,17221,161089,33
2021-12-22T00:00:00.000,22808,187008,26
2021-12-23T00:00:00.000,27053,214826,25
2021-12-24T00:00:00.000,31024,245734,0
2021-12-25T00:00:00.000,23804,162838,0
2021-12-26T00:00:00.000,18368,113422,0
2021-12-27T00:00:00.000,27774,141826,49
2021-12-28T00:00:00.000,39591,182846,4
2021-12-29T00:00:00.000,43985,190225,100
2021-12-30T00:00:00.000,43135,188472,45
2021-12-31T00:00:00.000,49724,218938,33
2022-01-01T00:00:00.000,35650,154855,20
2022-01-02T00:00:00.000,29246,128796,46
2022-01-03T00:00:00.000,30854,144354,15
2022-01-04T00:00:00.000,42677,197480,51
2022-01-05T00:00:00.000,46158,204591,91
2022-01-06T00:00:00.000,44278,207907,78
2022-01-07T00:00:00.000,47591,233311,110
2022-01-08T00:00:00.000,42641,223817,0
2022-01-09T00:00:00.000,32236,177045,90
2022-01-10T00:00:00.000,27908,162811,23
2022-01-11T00:00:00.000,31183,194263,183
2022-01-12T00:00:00.000,31530,195458,135
2022-01-13T00:00:00.000,21440,150015,150
2022-01-14T00:00:00.000,23054,173569,135
2022-01-15T00:00:00.000,28548,248254,0
2022-01-16T00:00:00.000,13811,118256,0
2022-01-17T00:00:00.000,10888,110182,189
2022-01-18T00:00:00.000,11301,111205,251
2022-01-19T00:00:00.000,13474,151586,173
2022-01-20T00:00:00.000,12275,167813,106
2022-01-21T00:00:00.000,13422,172943,136
2022-01-22T00:00:00.000,8561,146356,0
2022-01-23T00:00:00.000,5032,76092,155
2022-01-24T00:00:00.000,4417,66191,25
2022-01-25T00:00:00.000,6385,123385,213
2022-01-26T00:00:00.000,6392,124568,161
2022-01-27T00:00:00.000,5034,118449,116
2022-01-28T00:00:00.000,4400,117022,128
2022-01-29T00:00:00.000,3050,93637,132
2022-01-30T00:00:00.000,1445,44811,0
2022-01-31T00:00:00.000,2639,66488,26
2022-02-01T00:00:00.000,3266,98259,149
2022-02-02T00:00:00.000,3072,99498,100
2022-02-03T00:00:00.000,2632,92625,108
2022-02-04T00:00:00.000,2578,109517,89
2022-02-05T00:00:00.000,2174,97107,0
2022-02-06T00:00:00.000,1405,52357,97
2022-02-07T00:00:00.000,1642,56483,13
2022-02-08T00:00:00.000,2007,86382,136
2022-02-09T00:00:00.000,3254,116004,108
2022-02-10T00:00:00.000,1510,102459,72
2022-02-11T00:00:00.000,1374,95276,64
2022-02-12T00:00:00.000,1296,96404,0
2022-02-13T00:00:00.000,700,45160,64
2022-02-14T00:00:00.000,712,39434,4
2022-02-15T00:00:00.000,1044,76663,92
2022-02-16T00:00:00.000,1170,96283,52
2022-02-17T00:00:00.000,2166,105698,35
2022-02-18T00:00:00.000,964,103534,51
2022-02-19T00:00:00.000,999,107727,0
2022-02-20T00:00:00.000,505,41082,0
2022-02-21T00:00:00.000,538,39222,43
2022-02-22T00:00:00.000,899,71075,47
2022-02-23T00:00:00.000,1106,69155,35
2022-02-24T00:00:00.000,797,65704,38
2022-02-25T00:00:00.000,771,63735,37
2022-02-26T00:00:00.000,681,56601,0
2022-02-27T00:00:00.000,362,36602,29
2022-02-28T00:00:00.000,423,37787,1
2022-03-01T00:00:00.000,788,76173,27
2022-03-02T00:00:00.000,926,99383,24
2022-03-03T00:00:00.000,701,76561,19
2022-03-04T00:00:00.000,1299,92056,22
2022-03-05T00:00:00.000,507,67866,0
2022-03-06T00:00:00.000,381,37987,26
2022-03-07T00:00:00.000,393,40216,1
2022-03-08T00:00:00.000,634,76969,24
2022-03-09T00:00:00.000,883,80121,-13
2022-03-10T00:00:00.000,669,80699,-1
2022-03-11T00:00:00.000,795,78754,12
2022-03-12T00:00:00.000,693,69682,0
2022-03-13T00:00:00.000,381,34879,16
2022-03-14T00:00:00.000,1689,44245,0
2022-03-15T00:00:00.000,876,79605,23
2022-03-16T00:00:00.000,865,78179,30
2022-03-17T00:00:00.000,802,73510,18
2022-03-18T00:00:00.000,1041,77859,10
2022-03-19T00:00:00.000,879,75643,0
2022-03-20T00:00:00.000,518,32031,-3
2022-03-21T00:00:00.000,640,38239,1
2022-03-22T00:00:00.000,1484,84617,10
2022-03-23T00:00:00.000,1576,100655,14
2022-03-24T00:00:00.000,1427,78534,2
2022-03-25T00:00:00.000,1342,77131,9
2022-03-26T00:00:00.000,1204,69161,0
2022-03-27T00:00:00.000,840,38849,8
2022-03-28T00:00:00.000,960,40469,1
2022-03-29T00:00:00.000,1288,69752,9
2022-03-30T00:00:00.000,1923,90060,3
2022-03-31T00:00:00.000,1488,64919,3
2022-04-01T00:00:00.000,1669,70254,8
2022-04-02T00:00:00.000,1675,78220,0
2022-04-03T00:00:00.000,1142,45759,0
2022-04-04T00:00:00.000,1025,29663,5
2022-04-05T00:00:00.000,1641,66124,3
2022-04-06T00:00:00.000,2346,80923,2
2022-04-07T00:00:00.000,2477,81540,3
2022-04-08T00:00:00.000,2253,75451,4
2022-04-09T00:00:00.000,2357,68689,0
2022-04-10T00:00:00.000,1603,50166,0
2022-04-11T00:00:00.000,1370,46277,5
2022-04-12T00:00:00.000,2545,69861,9
2022-04-13T00:00:00.000,2736,85329,8
2022-04-14T00:00:00.000,2520,75752,2
2022-04-15T00:00:00.000,2624,87382,5
2022-04-16T00:00:00.000,2306,58565,0
2022-04-17T00:00:00.000,1505,29187,0
2022-04-18T00:00:00.000,1823,40449,11
2022-04-19T00:00:00.000,3499,63830,8
2022-04-20T00:00:00.000,2103,43532,7
2022-04-21T00:00:00.000,3207,57602,7
2022-04-22T00:00:00.000,1929,40097,1
2022-04-23T00:00:00.000,1726,42384,0
2022-04-24T00:00:00.000,1547,32577,0
2022-04-25T00:00:00.000,1648,27005,7
2022-04-26T00:00:00.000,2242,53523,7
2022-04-27T00:00:00.000,3104,73132,3
2022-04-28T00:00:00.000,2749,63079,9
2022-04-29T00:00:00.000,2862,55867,6
2022-04-30T00:00:00.000,2515,54384,0
2022-05-01T00:00:00.000,1971,39880,0
2022-05-02T00:00:00.000,2566,38427,7
2022-05-03T00:00:00.000,3159,54923,4
2022-05-04T00:00:00.000,3476,66595,10
2022-05-05T00:00:00.000,7264,161631,7
2022-05-06T00:00:00.000,3373,52526,5
2022-05-07T00:00:00.000,4205,65300,0
2022-05-08T00:00:00.000,2102,41999,0
2022-05-09T00:00:00.000,2216,52848,8
2022-05-10T00:00:00.000,3816,55557,8
2022-05-11T00:00:00.000,5985,104184,8
2022-05-12T00:00:00.000,4369,134601,5
2022-05-13T00:00:00.000,3551,55281,6
2022-05-14T00:00:00.000,3189,50292,0
2022-05-15T00:00:00.000,2629,33372,0
2022-05-16T00:00:00.000,4342,52040,11
2022-05-17T00:00:00.000,4581,67762,13
2022-05-18T00:00:00.000,4718,65944,7
2022-05-19T00:00:00.000,4241,61180,13
2022-05-20T00:00:00.000,4126,68456,11
2022-05-21T00:00:00.000,4178,73128,0
2022-05-22T00:00:00.000,3122,37236,0
2022-05-23T00:00:00.000,2779,29589,6
2022-05-24T00:00:00.000,4055,57454,20
2022-05-25T00:00:00.000,4229,70770,18
2022-05-26T00:00:00.000,4252,73582,9
2022-05-27T00:00:00.000,3708,66122,18
2022-05-28T00:00:00.000,3139,60330,0
2022-05-29T00:00:00.000,2229,35849,0
2022-05-30T00:00:00.000,1690,20318,0
2022-05-31T00:00:00.000,2802,29491,16
2022-06-01T00:00:00.000,2484,55161,18
2022-06-02T00:00:00.000,4019,75751,13
2022-06-03T00:00:00.000,3438,65843,9
2022-06-04T00:00:00.000,3476,73894,0
2022-06-05T00:00:00.000,2210,41916,0
2022-06-06T00:00:00.000,2604,35530,13
2022-06-07T00:00:00.000,5148,108453,22
2022-06-08T00:00:00.000,3544,71487,19
2022-06-09T00:00:00.000,3048,61677,10
2022-06-10T00:00:00.000,3465,54094,0
2022-06-11T00:00:00.000,2324,49234,0
2022-06-12T00:00:00.000,2281,40414,0
2022-06-13T00:00:00.000,2184,31222,27
2022-06-14T00:00:00.000,2865,51944,31
2022-06-15T00:00:00.000,3335,64093,29
2022-06-16T00:00:00.000,2925,56626,24
2022-06-17T00:00:00.000,2747,59513,9
2022-06-18T00:00:00.000,2854,64498,0
2022-06-19T00:00:00.000,2149,29967,0
2022-06-20T00:00:00.000,2217,30591,0
2022-06-21T00:00:00.000,2213,56473,9
2022-06-22T00:00:00.000,3469,87244,20
2022-06-23T00:00:00.000,3377,68950,21
2022-06-24T00:00:00.000,3349,68704,8
2022-06-25T00:00:00.000,3364,66118,0
2022-06-26T00:00:00.000,2256,29871,0
2022-06-27T00:00:00.000,2256,28181,5
2022-06-28T00:00:00.000,3278,37645,21
2022-06-29T00:00:00.000,3848,40512,18
2022-06-30T00:00:00.000,3985,47504,13
2022-07-01T00:00:00.000,3991,41792,17
2022-07-02T00:00:00.000,3002,34417,0
2022-07-03T00:00:00.000,2459,23050,0
2022-07-04T00:00:00.000,2376,20417,0
2022-07-05T00:00:00.000,2100,19581,17
2022-07-06T00:00:00.000,4551,43456,14
2022-07-07T00:00:00.000,4055,43290,22
2022-07-08T00:00:00.000,4629,46366,12
2022-07-09T00:00:00.000,3585,43440,0
2022-07-10T00:00:00.000,2787,25232,0
2022-07-11T00:00:00.000,5164,39243,12
2022-07-12T00:00:00.000,3502,39301,14
2022-07-13T00:00:00.000,5611,59644,14
2022-07-14T00:00:00.000,4760,53051,14
2022-07-15T00:00:00.000,4736,52672,9
2022-07-16T00:00:00.000,4179,45227,0
2022-07-17T00:00:00.000,2889,28215,0
2022-07-18T00:00:00.000,3172,27580,15
2022-07-19T00:00:00.000,5131,50603,24
2022-07-20T00:00:00.000,4445,49471,15
2022-07-21T00:00:00.000,4361,49366,17
2022-07-22T00:00:00.000,3806,42866,13
2022-07-23T00:00:00.000,3403,41331,0
2022-07-24T00:00:00.000,2754,25732,0
2022-07-25T00:00:00.000,2596,24607,14
2022-07-26T00:00:00.000,4021,45081,31
2022-07-27T00:00:00.000,4122,49242,27
2022-07-28T00:00:00.000,3884,45885,22
2022-07-29T00:00:00.000,3389,41039,0
2022-07-30T00:00:00.000,3099,38431,0
2022-07-31T00:00:00.000,2037,21639,0
2022-08-01T00:00:00.000,2364,24761,37
2022-08-02T00:00:00.000,4282,47855,29
2022-08-03T00:00:00.000,4449,53621,0
2022-08-04T00:00:00.000,3407,43592,56
2022-08-05T00:00:00.000,3173,41279,21
2022-08-06T00:00:00.000,2621,34014,0
2022-08-07T00:00:00.000,1791,20281,0
2022-08-08T00:00:00.000,2760,26524,13
2022-08-09T00:00:00.000,2869,51223,29
2022-08-10T00:00:00.000,3557,53094,23
2022-08-11T00:00:00.000,2952,53802,20
2022-08-12T00:00:00.000,2478,51049,22
2022-08-13T00:00:00.000,2340,35678,0
2022-08-14T00:00:00.000,1670,35696,0
2022-08-15T00:00:00.000,1799,36737,20
2022-08-16T00:00:00.000,2371,32671,0
2022-08-17T00:00:00.000,2658,38951,40
2022-08-18T00:00:00.000,2489,46038,11
2022-08-19T00:00:00.000,2429,50971,23
2022-08-20T00:00:00.000,2132,32412,0
2022-08-21T00:00:00.000,1593,22034,0
2022-08-22T00:00:00.000,1783,31454,20
2022-08-23T00:00:00.000,2171,29606,23
2022-08-24T00:00:00.000,2302,39259,24
2022-08-25T00:00:00.000,2210,32801,15
2022-08-26T00:00:00.000,1969,36046,5
2022-08-27T00:00:00.000,1845,30998,0
2022-08-28T00:00:00.000,1350,32944,0
2022-08-29T00:00:00.000,1598,32437,30
2022-08-30T00:00:00.000,1892,43896,23
2022-08-31T00:00:00.000,2173,37137,22
2022-09-01T00:00:00.000,1634,32130,29
2022-09-02T00:00:00.000,2064,36053,9
2022-09-03T00:00:00.000,1627,31337,0
2022-09-04T00:00:00.000,1214,26613,0
2022-09-05T00:00:00.000,882,22586,0
2022-09-06T00:00:00.000,1455,19003,25
2022-09-07T00:00:00.000,1789,30124,15
2022-09-08T00:00:00.000,1811,33533,21
2022-09-09T00:00:00.000,1729,31860,0
2022-09-10T00:00:00.000,1876,31561,0
2022-09-11T00:00:00.000,1062,18595,0
2022-09-12T00:00:00.000,1231,18657,36
2022-09-13T00:00:00.000,2196,38054,24
2022-09-14T00:00:00.000,1736,36959,26
2022-09-15T00:00:00.000,1747,30784,7
2022-09-16T00:00:00.000,2495,39505,20
2022-09-17T00:00:00.000,1597,34931,0
2022-09-18T00:00:00.000,1347,22282,0
2022-09-19T00:00:00.000,1346,18303,13
2022-09-20T00:00:00.000,2249,44497,19
2022-09-21T00:00:00.000,2314,42005,18
2022-09-22T00:00:00.000,2210,38040,12
2022-09-23T00:00:00.000,2063,40597,22
2022-09-24T00:00:00.000,1561,30642,0
2022-09-25T00:00:00.000,1217,19355,0
2022-09-26T00:00:00.000,1372,24721,16
2022-09-27T00:00:00.000,1893,32865,12
2022-09-28T00:00:00.000,2050,32824,13
2022-09-29T00:00:00.000,2142,34200,47
2022-09-30T00:00:00.000,2030,35590,13
2022-10-01T00:00:00.000,1549,31051,0
2022-10-02T00:00:00.000,1068,20134,0
2022-10-03T00:00:00.000,1222,16784,13
2022-10-04T00:00:00.000,1648,27273,14
2022-10-05T00:00:00.000,1790,31222,2
2022-10-06T00:00:00.000,1548,31986,24
2022-10-07T00:00:00.000,1756,30049,22
2022-10-08T00:00:00.000,1512,30222,0
2022-10-09T00:00:00.000,1163,26241,0
2022-10-10T00:00:00.000,1212,16069,0
2022-10-11T00:00:00.000,1444,31415,21
2022-10-12T00:00:00.000,2068,32728,24
2022-10-13T00:00:00.000,2538,41897,30
2022-10-14T00:00:00.000,1803,33524,0
2022-10-15T00:00:00.000,1820,28107,0
2022-10-16T00:00:00.000,1347,21590,0
2022-10-17T00:00:00.000,1267,17591,32
2022-10-18T00:00:00.000,1735,28692,28
2022-10-19T00:00:00.000,2128,34704,32
2022-10-20T00:00:00.000,1862,38396,21
2022-10-21T00:00:00.000,1896,44522,201
2022-10-22T00:00:00.000,1564,28676,0
2022-10-23T00:00:00.000,1216,19798,0
2022-10-24T00:00:00.000,1357,18653,23
2022-10-25T00:00:00.000,2053,39211,18
2022-10-26T00:00:00.000,2306,44635,441
2022-10-27T00:00:00.000,2236,34255,15
2022-10-28T00:00:00.000,2117,37261,4
2022-10-29T00:00:00.000,1771,27566,0
2022-10-30T00:00:00.000,1307,18236,0
2022-10-31T00:00:00.000,1396,18705,-57
2022-11-01T00:00:00.000,2027,42192,-13
2022-11-02T00:00:00.000,2302,34074,11
2022-11-03T00:00:00.000,2409,43311,20
2022-11-04T00:00:00.000,2443,32907,14
2022-11-05T00:00:00.000,2063,31614,0
2022-11-06T00:00:00.000,1606,21666,0
2022-11-07T00:00:00.000,1785,21679,20
2022-11-08T00:00:00.000,2354,31575,0
2022-11-09T00:00:00.000,2362,36141,33
2022-11-10T00:00:00.000,2460,35676,3
2022-11-11T00:00:00.000,2063,34746,0
2022-11-12T00:00:00.000,1731,26627,-9
2022-11-13T00:00:00.000,1410,19305,0
2022-11-14T00:00:00.000,1748,20842,-1
2022-11-15T00:00:00.000,2207,30933,34
2022-11-16T00:00:00.000,2412,34051,40
2022-11-17T00:00:00.000,2290,34550,17
2022-11-18T00:00:00.000,2371,40211,19
2022-11-19T00:00:00.000,2041,30498,0
2022-11-20T00:00:00.000,1444,19285,0
2022-11-21T00:00:00.000,1728,20149,14
2022-11-22T00:00:00.000,2013,26322,22
2022-11-23T00:00:00.000,3004,38946,51
2022-11-24T00:00:00.000,2196,27283,0
2022-11-25T00:00:00.000,1115,13827,0
2022-11-26T00:00:00.000,1720,20255,0
2022-11-27T00:00:00.000,1680,19728,0
2022-11-28T00:00:00.000,2148,22524,47
2022-11-29T00:00:00.000,3828,42309,38
2022-11-30T00:00:00.000,3996,48313,28
2022-12-01T00:00:00.000,3188,38647,19
2022-12-02T00:00:00.000,3245,49590,24
2022-12-03T00:00:00.000,2282,29216,0
2022-12-04T00:00:00.000,1738,20847,0
2022-12-05T00:00:00.000,2334,50104,20
2022-12-06T00:00:00.000,3182,35138,35
2022-12-07T00:00:00.000,3471,43013,29
2022-12-08T00:00:00.000,3203,48706,17
2022-12-09T00:00:00.000,2909,44532,19
2022-12-10T00:00:00.000,3046,39514,0
2022-12-11T00:00:00.000,1652,19887,0
2022-12-12T00:00:00.000,2376,37373,32
2022-12-13T00:00:00.000,2922,40977,38
2022-12-14T00:00:00.000,3489,41216,30
2022-12-15T00:00:00.000,3266,41414,28
2022-12-16T00:00:00.000,2898,42957,2
2022-12-17T00:00:00.000,2825,35381,0
2022-12-18T00:00:00.000,1877,20392,0
2022-12-19T00:00:00.000,2164,25233,41
2022-12-20T00:00:00.000,3121,39138,58
2022-12-21T00:00:00.000,3247,36000,36
2022-12-22T00:00:00.000,3321,35794,35
2022-12-23T00:00:00.000,2720,29897,29
2022-12-24T00:00:00.000,2315,39057,0
2022-12-25T00:00:00.000,1482,13626,0
2022-12-26T00:00:00.000,1096,10852,0
2022-12-27T00:00:00.000,1754,18294,31
2022-12-28T00:00:00.000,2995,28173,40
2022-12-29T00:00:00.000,2853,29114,57
2022-12-30T00:00:00.000,2704,28209,44
2022-12-31T00:00:00.000,2484,39590,0
2023-01-01T00:00:00.000,1638,14890,0
2023-01-02T00:00:00.000,1581,14023,0
